Invoice ID,Date,Customer type,Gender,Product line,Unit price,Quantity,Tax,Total,Payment,City,Discount,Month,Year,Day
393-38-6935,2019-12-12,Normal,Male,Electronic accessories,62.73,9,28.23,592.8,Credit card,Mandalay,0,12,2019,Thursday
279-78-3284,2019-08-24,Normal,Male,Food and beverages,54.17,2,5.42,113.76,Ewallet,Naypyitaw,10,8,2019,Saturday
774-83-8668,2019-01-08,Normal,Female,Sports and travel,42.58,10,21.29,447.09,Cash,Naypyitaw,0,1,2019,Tuesday
985-77-2344,2019-08-02,Normal,Female,Fashion accessories,76.95,1,3.85,80.8,Cash,Mandalay,0,8,2019,Friday
192-17-5189,2019-09-03,Normal,Female,Fashion accessories,39.31,1,1.97,41.28,Cash,Mandalay,10,9,2019,Tuesday
919-15-8009,2019-08-19,Normal,Female,Food and beverages,78.03,4,15.61,327.73,Ewallet,Yangon,0,8,2019,Monday
584-87-6734,2019-12-24,Normal,Male,Food and beverages,11.76,4,2.35,49.39,Ewallet,Yangon,15,12,2019,Tuesday
137-98-4345,2019-07-08,Member,Male,Fashion accessories,57.44,9,25.85,542.81,Cash,Yangon,15,7,2019,Monday
935-87-1679,2019-01-30,Normal,Male,Sports and travel,71.18,8,28.47,597.91,Cash,Naypyitaw,5,1,2019,Wednesday
910-74-9237,2019-03-16,Normal,Male,Sports and travel,62.94,4,12.59,264.35,Ewallet,Mandalay,0,3,2019,Saturday
215-39-1609,2019-07-17,Normal,Female,Health and beauty,42.78,10,21.39,449.19,Ewallet,Naypyitaw,10,7,2019,Wednesday
388-58-8946,2019-11-27,Member,Male,Health and beauty,70.38,9,31.67,665.09,Cash,Mandalay,5,11,2019,Wednesday
327-97-1192,2019-03-23,Member,Female,Electronic accessories,11.26,4,2.25,47.29,Credit card,Mandalay,15,3,2019,Saturday
485-24-7491,2019-05-13,Normal,Male,Health and beauty,20.55,9,9.25,194.2,Credit card,Naypyitaw,0,5,2019,Monday
184-45-2877,2019-07-11,Normal,Female,Sports and travel,86.14,7,30.15,633.13,Cash,Mandalay,15,7,2019,Thursday
723-13-1073,2019-11-10,Member,Female,Health and beauty,24.87,7,8.7,182.79,Ewallet,Yangon,5,11,2019,Sunday
729-43-8125,2019-08-15,Member,Female,Home and lifestyle,30.64,6,9.19,193.03,Ewallet,Naypyitaw,5,8,2019,Thursday
133-60-7591,2019-12-02,Normal,Male,Health and beauty,71.93,5,17.98,377.63,Cash,Naypyitaw,5,12,2019,Monday
563-83-1229,2019-11-25,Normal,Female,Fashion accessories,74.63,4,14.93,313.45,Cash,Yangon,0,11,2019,Monday
864-41-5543,2019-04-24,Normal,Male,Sports and travel,77.29,6,23.19,486.93,Ewallet,Yangon,0,4,2019,Wednesday
206-73-4854,2019-05-11,Normal,Female,Home and lifestyle,62.74,9,28.23,592.89,Credit card,Mandalay,10,5,2019,Saturday
368-82-5671,2019-05-05,Normal,Male,Home and lifestyle,32.08,4,6.42,134.74,Credit card,Mandalay,0,5,2019,Sunday
386-16-8441,2019-02-04,Normal,Female,Electronic accessories,46.55,10,23.28,488.78,Credit card,Yangon,5,2,2019,Monday
842-14-5291,2019-08-02,Member,Female,Home and lifestyle,27.14,8,10.86,227.98,Ewallet,Mandalay,5,8,2019,Friday
223-34-5303,2019-05-19,Normal,Female,Electronic accessories,66.51,6,19.95,419.01,Cash,Yangon,10,5,2019,Sunday
158-20-9979,2019-06-16,Normal,Male,Home and lifestyle,52.13,9,23.46,492.63,Cash,Yangon,10,6,2019,Sunday
355-85-6488,2019-12-18,Normal,Male,Health and beauty,33.09,10,16.55,347.45,Ewallet,Mandalay,0,12,2019,Wednesday
476-44-4543,2019-11-08,Member,Male,Food and beverages,23.89,4,4.78,100.34,Ewallet,Mandalay,10,11,2019,Friday
657-10-9350,2019-08-04,Member,Female,Health and beauty,88.31,2,8.83,185.45,Ewallet,Yangon,0,8,2019,Sunday
674-17-8342,2019-06-30,Member,Male,Sports and travel,17.49,6,5.25,110.19,Credit card,Naypyitaw,0,6,2019,Sunday
873-16-8432,2019-03-25,Normal,Female,Sports and travel,28.95,1,1.45,30.4,Credit card,Yangon,0,3,2019,Monday
562-11-6708,2019-04-14,Normal,Male,Fashion accessories,17.23,5,4.31,90.46,Ewallet,Naypyitaw,0,4,2019,Sunday
891-62-4217,2019-10-15,Member,Female,Food and beverages,62.39,6,18.72,393.06,Credit card,Yangon,15,10,2019,Tuesday
532-79-3300,2019-05-22,Member,Male,Food and beverages,98.72,9,44.42,932.9,Credit card,Naypyitaw,10,5,2019,Wednesday
418-91-5279,2019-07-21,Member,Male,Home and lifestyle,47.8,3,7.17,150.57,Cash,Mandalay,10,7,2019,Sunday
469-87-1466,2019-12-31,Normal,Female,Fashion accessories,43.57,9,19.61,411.74,Credit card,Naypyitaw,5,12,2019,Tuesday
219-68-6954,2019-11-25,Member,Male,Fashion accessories,60.49,3,9.07,190.54,Cash,Mandalay,10,11,2019,Monday
557-40-6434,2019-07-08,Member,Male,Home and lifestyle,35.29,8,14.12,296.44,Cash,Yangon,10,7,2019,Monday
190-83-5232,2019-08-06,Normal,Female,Food and beverages,48.93,2,4.89,102.75,Cash,Yangon,5,8,2019,Tuesday
127-26-8525,2019-01-20,Normal,Female,Fashion accessories,51.35,2,5.14,107.84,Credit card,Yangon,0,1,2019,Sunday
145-92-6626,2019-12-20,Member,Female,Health and beauty,44.82,4,8.96,188.24,Credit card,Mandalay,10,12,2019,Friday
741-69-2560,2019-10-02,Normal,Female,Food and beverages,41.25,4,8.25,173.25,Credit card,Yangon,0,10,2019,Wednesday
571-16-3195,2019-07-07,Normal,Female,Fashion accessories,20.62,8,8.25,173.21,Credit card,Mandalay,10,7,2019,Sunday
332-23-5378,2019-12-02,Normal,Female,Home and lifestyle,48.02,8,19.21,403.37,Ewallet,Naypyitaw,10,12,2019,Monday
928-99-9977,2019-12-09,Member,Male,Electronic accessories,86.33,5,21.58,453.23,Cash,Mandalay,5,12,2019,Monday
397-13-9951,2019-09-07,Member,Male,Electronic accessories,46.13,10,23.07,484.37,Credit card,Yangon,10,9,2019,Saturday
552-54-5778,2019-03-21,Normal,Female,Electronic accessories,51.85,10,25.93,544.43,Credit card,Naypyitaw,5,3,2019,Thursday
607-28-8933,2019-09-05,Normal,Male,Electronic accessories,27.16,9,12.22,256.66,Ewallet,Yangon,10,9,2019,Thursday
932-18-6616,2019-07-15,Member,Male,Home and lifestyle,42.42,2,4.24,89.08,Cash,Naypyitaw,10,7,2019,Monday
998-22-9049,2019-09-09,Normal,Male,Health and beauty,28.71,5,7.18,150.73,Credit card,Mandalay,5,9,2019,Monday
123-63-3502,2019-05-03,Member,Male,Food and beverages,91.19,7,31.92,670.25,Ewallet,Mandalay,10,5,2019,Friday
491-22-3571,2019-06-29,Member,Female,Food and beverages,49.42,9,22.24,467.02,Ewallet,Mandalay,15,6,2019,Saturday
519-18-2100,2019-02-28,Member,Male,Food and beverages,68.46,9,30.81,646.95,Ewallet,Yangon,10,2,2019,Thursday
314-40-9868,2019-03-14,Normal,Female,Sports and travel,28.01,5,7.0,147.05,Credit card,Yangon,0,3,2019,Thursday
188-23-1023,2019-12-18,Member,Female,Sports and travel,99.39,8,39.76,834.88,Ewallet,Mandalay,0,12,2019,Wednesday
502-35-8385,2019-09-03,Member,Female,Fashion accessories,14.66,9,6.6,138.54,Ewallet,Mandalay,0,9,2019,Tuesday
919-39-6001,2019-10-06,Member,Female,Home and lifestyle,78.23,3,11.73,246.42,Ewallet,Mandalay,0,10,2019,Sunday
943-66-4421,2019-06-11,Member,Female,Food and beverages,61.43,10,30.71,645.01,Cash,Yangon,5,6,2019,Tuesday
102-72-4554,2019-03-05,Normal,Male,Food and beverages,93.05,2,9.3,195.4,Credit card,Naypyitaw,0,3,2019,Tuesday
167-15-8625,2019-01-27,Member,Male,Electronic accessories,22.31,1,1.12,23.43,Credit card,Naypyitaw,0,1,2019,Sunday
562-49-3084,2019-11-23,Normal,Female,Food and beverages,58.43,7,20.45,429.46,Ewallet,Naypyitaw,0,11,2019,Saturday
285-20-9259,2019-07-04,Member,Male,Electronic accessories,45.71,3,6.86,143.99,Cash,Mandalay,5,7,2019,Thursday
751-42-7762,2019-05-15,Normal,Male,Health and beauty,66.58,5,16.64,349.54,Cash,Yangon,15,5,2019,Wednesday
290-97-7688,2019-07-08,Normal,Female,Electronic accessories,29.57,8,11.83,248.39,Cash,Yangon,5,7,2019,Monday
121-66-4890,2019-07-06,Normal,Female,Health and beauty,22.04,8,8.82,185.14,Ewallet,Naypyitaw,15,7,2019,Saturday
528-99-5032,2019-07-20,Normal,Female,Electronic accessories,36.36,5,9.09,190.89,Ewallet,Mandalay,10,7,2019,Saturday
889-32-6462,2019-11-02,Normal,Female,Health and beauty,40.66,10,20.33,426.93,Cash,Yangon,0,11,2019,Saturday
480-40-3964,2019-11-25,Normal,Male,Food and beverages,94.91,7,33.22,697.59,Ewallet,Yangon,0,11,2019,Monday
402-66-6128,2019-12-09,Normal,Male,Electronic accessories,14.62,9,6.58,138.16,Credit card,Mandalay,5,12,2019,Monday
902-86-6529,2019-08-31,Member,Male,Home and lifestyle,13.57,8,5.43,113.99,Cash,Naypyitaw,0,8,2019,Saturday
728-34-9270,2019-03-29,Member,Male,Health and beauty,27.08,6,8.12,170.6,Cash,Mandalay,0,3,2019,Friday
439-48-8401,2019-08-25,Member,Female,Electronic accessories,23.57,6,7.07,148.49,Credit card,Yangon,0,8,2019,Sunday
693-73-4995,2019-03-24,Member,Female,Food and beverages,37.63,2,3.76,79.02,Cash,Naypyitaw,0,3,2019,Sunday
402-73-7317,2019-05-19,Member,Male,Home and lifestyle,56.14,3,8.42,176.84,Ewallet,Mandalay,0,5,2019,Sunday
216-24-5523,2019-10-04,Member,Female,Electronic accessories,28.34,2,2.83,59.51,Credit card,Naypyitaw,10,10,2019,Friday
749-63-7352,2019-03-01,Member,Female,Food and beverages,56.09,10,28.05,588.95,Cash,Yangon,0,3,2019,Friday
670-10-5140,2019-05-29,Member,Female,Food and beverages,54.75,6,16.43,344.93,Ewallet,Mandalay,10,5,2019,Wednesday
292-74-1701,2019-02-11,Normal,Female,Sports and travel,49.69,9,22.36,469.57,Credit card,Naypyitaw,0,2,2019,Monday
868-27-8398,2019-10-09,Member,Male,Sports and travel,10.13,10,5.07,106.37,Ewallet,Mandalay,5,10,2019,Wednesday
526-11-8988,2019-09-21,Member,Male,Health and beauty,30.1,8,12.04,252.84,Cash,Mandalay,15,9,2019,Saturday
710-48-7841,2019-07-17,Member,Male,Electronic accessories,70.68,9,31.81,667.93,Cash,Naypyitaw,10,7,2019,Wednesday
194-37-8239,2019-12-04,Member,Male,Food and beverages,94.76,5,23.69,497.49,Cash,Yangon,15,12,2019,Wednesday
193-38-7798,2019-05-12,Member,Male,Fashion accessories,13.01,4,2.6,54.64,Cash,Mandalay,10,5,2019,Sunday
335-80-4549,2019-04-01,Normal,Male,Electronic accessories,28.39,8,11.36,238.48,Cash,Naypyitaw,15,4,2019,Monday
644-20-8838,2019-12-22,Member,Male,Home and lifestyle,61.0,2,6.1,128.1,Cash,Yangon,0,12,2019,Sunday
280-25-3172,2019-06-17,Member,Male,Food and beverages,67.6,8,27.04,567.84,Ewallet,Naypyitaw,10,6,2019,Monday
255-52-7907,2019-08-24,Normal,Female,Sports and travel,53.66,5,13.41,281.71,Ewallet,Mandalay,0,8,2019,Saturday
536-78-9879,2019-07-22,Member,Male,Food and beverages,94.26,1,4.71,98.97,Cash,Yangon,0,7,2019,Monday
581-31-8810,2019-06-17,Normal,Male,Sports and travel,76.75,1,3.84,80.59,Ewallet,Naypyitaw,0,6,2019,Monday
399-43-6986,2019-10-28,Member,Male,Home and lifestyle,80.73,7,28.26,593.37,Ewallet,Mandalay,10,10,2019,Monday
115-46-9813,2019-07-05,Normal,Female,Sports and travel,71.88,4,14.38,301.9,Credit card,Naypyitaw,0,7,2019,Friday
279-17-2416,2019-03-15,Normal,Male,Health and beauty,68.75,5,17.19,360.94,Ewallet,Yangon,0,3,2019,Friday
548-12-3102,2019-12-12,Normal,Female,Health and beauty,94.51,1,4.73,99.24,Ewallet,Naypyitaw,10,12,2019,Thursday
427-76-4949,2019-07-13,Member,Male,Health and beauty,29.73,1,1.49,31.22,Ewallet,Yangon,0,7,2019,Saturday
741-24-7112,2019-03-08,Member,Male,Home and lifestyle,84.24,5,21.06,442.26,Cash,Yangon,0,3,2019,Friday
250-85-5029,2019-08-01,Normal,Male,Fashion accessories,41.09,1,2.05,43.14,Cash,Naypyitaw,15,8,2019,Thursday
375-32-9950,2019-09-24,Normal,Male,Food and beverages,41.73,9,18.78,394.35,Ewallet,Mandalay,0,9,2019,Tuesday
174-20-7516,2019-02-16,Member,Male,Home and lifestyle,71.17,3,10.68,224.19,Credit card,Yangon,10,2,2019,Saturday
514-98-6765,2019-04-06,Member,Male,Electronic accessories,87.43,7,30.6,642.61,Cash,Mandalay,15,4,2019,Saturday
387-81-7085,2019-03-29,Normal,Male,Food and beverages,42.01,6,12.6,264.66,Cash,Yangon,15,3,2019,Friday
849-51-7392,2019-01-29,Normal,Male,Sports and travel,32.6,10,16.3,342.3,Cash,Yangon,0,1,2019,Tuesday
966-15-8414,2019-04-10,Normal,Female,Health and beauty,89.21,4,17.84,374.68,Cash,Mandalay,15,4,2019,Wednesday
944-66-3820,2019-02-16,Normal,Male,Sports and travel,39.16,7,13.71,287.83,Cash,Yangon,10,2,2019,Saturday
825-28-4694,2019-08-10,Normal,Female,Food and beverages,50.51,1,2.53,53.04,Cash,Yangon,10,8,2019,Saturday
846-91-5538,2019-02-09,Normal,Female,Electronic accessories,14.42,3,2.16,45.42,Credit card,Mandalay,0,2,2019,Saturday
215-38-7234,2019-04-11,Member,Male,Health and beauty,81.13,3,12.17,255.56,Ewallet,Yangon,10,4,2019,Thursday
352-43-9270,2019-11-13,Member,Male,Sports and travel,86.48,6,25.94,544.82,Ewallet,Naypyitaw,15,11,2019,Wednesday
994-38-4647,2019-11-08,Member,Female,Health and beauty,60.71,2,6.07,127.49,Ewallet,Yangon,10,11,2019,Friday
852-51-3726,2019-03-27,Member,Male,Fashion accessories,70.2,8,28.08,589.68,Cash,Naypyitaw,15,3,2019,Wednesday
727-37-4621,2019-08-19,Member,Female,Food and beverages,42.88,6,12.86,270.14,Ewallet,Mandalay,10,8,2019,Monday
277-17-4313,2019-08-08,Member,Male,Fashion accessories,73.1,1,3.65,76.75,Credit card,Naypyitaw,10,8,2019,Thursday
966-34-7837,2019-11-26,Member,Male,Health and beauty,46.85,2,4.69,98.39,Cash,Mandalay,5,11,2019,Tuesday
110-85-6083,2019-06-06,Normal,Male,Home and lifestyle,70.0,6,21.0,441.0,Ewallet,Naypyitaw,5,6,2019,Thursday
604-86-2647,2019-10-04,Normal,Male,Home and lifestyle,77.45,10,38.73,813.23,Credit card,Naypyitaw,0,10,2019,Friday
309-87-3744,2019-01-27,Member,Female,Food and beverages,13.84,5,3.46,72.66,Credit card,Naypyitaw,10,1,2019,Sunday
749-13-1627,2019-10-03,Member,Male,Food and beverages,43.5,6,13.05,274.05,Cash,Mandalay,0,10,2019,Thursday
479-47-7167,2019-05-09,Member,Male,Electronic accessories,75.1,3,11.27,236.57,Ewallet,Naypyitaw,5,5,2019,Thursday
965-66-9416,2019-06-01,Normal,Female,Sports and travel,57.49,7,20.12,422.55,Ewallet,Mandalay,5,6,2019,Saturday
152-96-1167,2019-04-26,Normal,Male,Electronic accessories,58.95,4,11.79,247.59,Ewallet,Mandalay,10,4,2019,Friday
367-52-8278,2019-03-28,Normal,Male,Health and beauty,29.09,2,2.91,61.09,Credit card,Mandalay,10,3,2019,Thursday
989-99-1752,2019-12-15,Member,Male,Sports and travel,64.83,10,32.41,680.71,Cash,Naypyitaw,10,12,2019,Sunday
424-43-9105,2019-10-06,Member,Female,Sports and travel,82.42,8,32.97,692.33,Ewallet,Yangon,10,10,2019,Sunday
568-27-8019,2019-06-24,Normal,Female,Home and lifestyle,34.08,10,17.04,357.84,Cash,Yangon,15,6,2019,Monday
485-21-4570,2019-11-21,Normal,Male,Fashion accessories,37.08,6,11.12,233.6,Credit card,Mandalay,15,11,2019,Thursday
556-81-9138,2019-01-17,Member,Female,Home and lifestyle,65.81,1,3.29,69.1,Credit card,Naypyitaw,10,1,2019,Thursday
614-36-5670,2019-07-02,Normal,Female,Electronic accessories,98.87,2,9.89,207.63,Credit card,Yangon,5,7,2019,Tuesday
466-76-7928,2019-02-07,Member,Female,Food and beverages,82.97,8,33.19,696.95,Ewallet,Mandalay,5,2,2019,Thursday
975-17-5142,2019-03-30,Member,Male,Food and beverages,11.56,4,2.31,48.55,Credit card,Yangon,10,3,2019,Saturday
624-45-1885,2019-07-27,Normal,Female,Electronic accessories,56.55,8,22.62,475.02,Ewallet,Naypyitaw,15,7,2019,Saturday
349-26-4905,2019-10-07,Normal,Male,Home and lifestyle,47.58,10,23.79,499.59,Ewallet,Mandalay,15,10,2019,Monday
976-17-4108,2019-09-25,Member,Female,Food and beverages,35.43,5,8.86,186.01,Credit card,Mandalay,15,9,2019,Wednesday
355-33-8252,2019-01-11,Member,Male,Electronic accessories,44.47,8,17.79,373.55,Ewallet,Yangon,0,1,2019,Friday
742-31-1099,2019-03-30,Member,Male,Fashion accessories,97.59,5,24.4,512.35,Cash,Mandalay,5,3,2019,Saturday
865-64-3840,2019-02-16,Member,Male,Electronic accessories,36.46,5,9.12,191.42,Credit card,Mandalay,10,2,2019,Saturday
668-56-2664,2019-12-06,Normal,Male,Fashion accessories,68.92,8,27.57,578.93,Credit card,Mandalay,15,12,2019,Friday
646-35-5734,2019-05-05,Member,Female,Sports and travel,15.13,4,3.03,63.55,Ewallet,Naypyitaw,5,5,2019,Sunday
386-62-3040,2019-05-05,Member,Female,Sports and travel,20.41,10,10.21,214.31,Cash,Yangon,10,5,2019,Sunday
104-20-8278,2019-09-03,Normal,Female,Electronic accessories,60.83,10,30.41,638.71,Credit card,Naypyitaw,15,9,2019,Tuesday
553-56-3791,2019-09-14,Member,Male,Fashion accessories,69.77,2,6.98,146.52,Credit card,Yangon,15,9,2019,Saturday
466-99-5131,2019-12-23,Normal,Female,Electronic accessories,87.2,10,43.6,915.6,Cash,Mandalay,10,12,2019,Monday
816-93-4528,2019-02-26,Normal,Female,Sports and travel,19.48,5,4.87,102.27,Credit card,Naypyitaw,5,2,2019,Tuesday
976-40-5720,2019-06-27,Normal,Female,Health and beauty,14.34,10,7.17,150.57,Cash,Yangon,15,6,2019,Thursday
343-89-9826,2019-05-23,Normal,Male,Food and beverages,39.41,2,3.94,82.76,Cash,Yangon,10,5,2019,Thursday
630-51-4230,2019-05-20,Normal,Female,Health and beauty,88.88,10,44.44,933.24,Credit card,Yangon,5,5,2019,Monday
716-49-2434,2019-07-23,Normal,Female,Home and lifestyle,77.75,7,27.21,571.46,Ewallet,Yangon,15,7,2019,Tuesday
982-86-6700,2019-09-02,Normal,Female,Electronic accessories,68.98,9,31.04,651.86,Credit card,Naypyitaw,5,9,2019,Monday
352-18-3254,2019-01-08,Member,Male,Sports and travel,40.43,5,10.11,212.26,Credit card,Yangon,15,1,2019,Tuesday
169-94-9324,2019-07-10,Member,Female,Home and lifestyle,35.21,1,1.76,36.97,Cash,Mandalay,10,7,2019,Wednesday
238-23-7783,2019-06-04,Member,Female,Food and beverages,16.17,5,4.04,84.89,Credit card,Mandalay,15,6,2019,Tuesday
182-39-7764,2019-02-20,Normal,Female,Fashion accessories,24.17,8,9.67,203.03,Credit card,Naypyitaw,15,2,2019,Wednesday
398-83-9759,2019-01-16,Member,Male,Food and beverages,20.27,6,6.08,127.7,Cash,Mandalay,10,1,2019,Wednesday
743-22-9861,2019-06-24,Member,Female,Health and beauty,24.41,1,1.22,25.63,Credit card,Naypyitaw,0,6,2019,Monday
531-10-7997,2019-01-14,Member,Male,Electronic accessories,60.83,6,18.25,383.23,Ewallet,Yangon,10,1,2019,Monday
348-58-4567,2019-07-24,Member,Female,Food and beverages,59.98,7,20.99,440.85,Credit card,Mandalay,10,7,2019,Wednesday
354-37-9035,2019-01-22,Member,Female,Food and beverages,69.39,8,27.76,582.88,Cash,Mandalay,5,1,2019,Tuesday
827-89-5954,2019-01-19,Normal,Male,Food and beverages,15.4,9,6.93,145.53,Ewallet,Mandalay,15,1,2019,Saturday
835-45-4524,2019-10-15,Member,Female,Electronic accessories,57.24,6,17.17,360.61,Credit card,Naypyitaw,5,10,2019,Tuesday
965-13-3490,2019-08-14,Member,Male,Electronic accessories,36.19,6,10.86,228.0,Ewallet,Mandalay,10,8,2019,Wednesday
984-45-9103,2019-01-20,Normal,Male,Electronic accessories,79.86,5,19.97,419.27,Credit card,Mandalay,10,1,2019,Sunday
934-94-4605,2019-05-15,Normal,Male,Home and lifestyle,68.56,6,20.57,431.93,Ewallet,Mandalay,0,5,2019,Wednesday
790-25-4395,2019-04-02,Member,Female,Home and lifestyle,43.76,8,17.5,367.58,Ewallet,Yangon,10,4,2019,Tuesday
969-41-6153,2019-04-06,Member,Female,Fashion accessories,55.94,4,11.19,234.95,Cash,Yangon,5,4,2019,Saturday
200-61-3203,2019-09-18,Member,Male,Fashion accessories,54.89,8,21.96,461.08,Ewallet,Naypyitaw,0,9,2019,Wednesday
358-57-8888,2019-05-18,Normal,Male,Fashion accessories,82.97,5,20.74,435.59,Credit card,Mandalay,0,5,2019,Saturday
698-34-7326,2019-04-28,Normal,Female,Fashion accessories,38.39,10,19.2,403.1,Credit card,Naypyitaw,0,4,2019,Sunday
745-16-3224,2019-01-18,Normal,Male,Electronic accessories,49.96,1,2.5,52.46,Ewallet,Naypyitaw,5,1,2019,Friday
849-78-1874,2019-12-22,Normal,Female,Sports and travel,99.23,8,39.69,833.53,Ewallet,Yangon,0,12,2019,Sunday
108-77-9378,2019-01-01,Normal,Male,Fashion accessories,41.55,4,8.31,174.51,Credit card,Mandalay,0,1,2019,Tuesday
105-79-2008,2019-02-28,Member,Male,Home and lifestyle,25.76,8,10.3,216.38,Ewallet,Mandalay,0,2,2019,Thursday
945-30-9784,2019-01-12,Member,Female,Health and beauty,19.18,2,1.92,40.28,Credit card,Yangon,10,1,2019,Saturday
431-56-1726,2019-03-23,Normal,Male,Food and beverages,30.98,3,4.65,97.59,Credit card,Mandalay,5,3,2019,Saturday
650-39-9104,2019-04-25,Member,Male,Electronic accessories,86.33,5,21.58,453.23,Cash,Mandalay,5,4,2019,Thursday
708-86-8725,2019-04-08,Member,Male,Health and beauty,24.39,5,6.1,128.05,Credit card,Naypyitaw,5,4,2019,Monday
410-82-7370,2019-03-19,Member,Male,Electronic accessories,54.05,5,13.51,283.76,Ewallet,Mandalay,10,3,2019,Tuesday
248-85-8379,2019-02-05,Member,Female,Food and beverages,46.67,6,14.0,294.02,Credit card,Naypyitaw,10,2,2019,Tuesday
721-21-2041,2019-11-01,Member,Male,Sports and travel,45.34,9,20.4,428.46,Ewallet,Mandalay,15,11,2019,Friday
439-52-5187,2019-09-21,Member,Male,Home and lifestyle,50.54,8,20.22,424.54,Cash,Naypyitaw,0,9,2019,Saturday
364-71-9086,2019-05-08,Member,Male,Fashion accessories,20.13,8,8.05,169.09,Cash,Naypyitaw,15,5,2019,Wednesday
653-40-9404,2019-08-12,Normal,Female,Home and lifestyle,94.17,2,9.42,197.76,Credit card,Yangon,0,8,2019,Monday
784-91-9193,2019-11-08,Member,Female,Health and beauty,39.74,7,13.91,292.09,Ewallet,Mandalay,15,11,2019,Friday
759-12-7811,2019-12-18,Member,Female,Home and lifestyle,82.27,9,37.02,777.45,Cash,Mandalay,0,12,2019,Wednesday
969-11-1408,2019-05-23,Member,Male,Fashion accessories,93.16,7,32.61,684.73,Credit card,Naypyitaw,15,5,2019,Thursday
970-34-1196,2019-06-30,Normal,Female,Home and lifestyle,19.77,10,9.88,207.58,Ewallet,Mandalay,0,6,2019,Sunday
973-12-1003,2019-03-03,Normal,Male,Electronic accessories,72.4,2,7.24,152.04,Credit card,Yangon,0,3,2019,Sunday
487-32-2174,2019-10-17,Member,Female,Home and lifestyle,21.31,10,10.66,223.76,Cash,Mandalay,10,10,2019,Thursday
429-54-5130,2019-03-08,Member,Male,Electronic accessories,32.82,5,8.21,172.31,Credit card,Yangon,15,3,2019,Friday
474-34-1337,2019-01-14,Normal,Female,Health and beauty,40.32,4,8.06,169.34,Credit card,Naypyitaw,10,1,2019,Monday
626-81-4180,2019-10-30,Member,Male,Health and beauty,94.54,2,9.45,198.53,Ewallet,Yangon,15,10,2019,Wednesday
977-59-2266,2019-05-23,Normal,Male,Food and beverages,86.34,7,30.22,634.6,Cash,Yangon,0,5,2019,Thursday
155-31-1247,2019-11-18,Member,Male,Fashion accessories,48.08,2,4.81,100.97,Cash,Yangon,10,11,2019,Monday
243-14-3316,2019-08-10,Member,Male,Fashion accessories,74.3,10,37.15,780.15,Credit card,Yangon,5,8,2019,Saturday
232-26-4986,2019-08-18,Normal,Female,Food and beverages,17.63,5,4.41,92.56,Credit card,Mandalay,10,8,2019,Sunday
617-65-1281,2019-04-05,Member,Female,Sports and travel,85.52,4,17.1,359.18,Ewallet,Yangon,10,4,2019,Friday
954-41-7766,2019-03-20,Member,Male,Electronic accessories,96.57,1,4.83,101.4,Cash,Yangon,15,3,2019,Wednesday
754-27-5957,2019-07-31,Member,Female,Home and lifestyle,52.52,6,15.76,330.88,Ewallet,Yangon,10,7,2019,Wednesday
300-22-6539,2019-02-03,Member,Female,Electronic accessories,15.82,5,3.96,83.06,Credit card,Yangon,15,2,2019,Sunday
569-59-1818,2019-11-26,Member,Male,Home and lifestyle,88.29,3,13.24,278.11,Ewallet,Mandalay,5,11,2019,Tuesday
254-25-3074,2019-09-12,Normal,Female,Fashion accessories,68.99,4,13.8,289.76,Ewallet,Yangon,15,9,2019,Thursday
761-60-3672,2019-06-22,Normal,Female,Health and beauty,69.93,7,24.48,513.99,Cash,Mandalay,5,6,2019,Saturday
799-94-4974,2019-03-15,Normal,Male,Fashion accessories,58.29,6,17.49,367.23,Ewallet,Mandalay,15,3,2019,Friday
512-92-3738,2019-05-20,Normal,Female,Home and lifestyle,44.56,3,6.68,140.36,Ewallet,Naypyitaw,5,5,2019,Monday
726-93-5269,2019-10-15,Normal,Male,Fashion accessories,57.17,2,5.72,120.06,Ewallet,Yangon,0,10,2019,Tuesday
462-68-8587,2019-09-29,Member,Male,Fashion accessories,25.3,6,7.59,159.39,Cash,Yangon,5,9,2019,Sunday
735-82-5316,2019-01-19,Normal,Male,Fashion accessories,52.95,9,23.83,500.38,Credit card,Yangon,0,1,2019,Saturday
346-82-2753,2019-03-19,Normal,Male,Health and beauty,83.87,10,41.94,880.64,Credit card,Naypyitaw,15,3,2019,Tuesday
350-59-4688,2019-08-20,Normal,Female,Sports and travel,64.99,3,9.75,204.72,Ewallet,Mandalay,15,8,2019,Tuesday
432-47-3807,2019-12-17,Normal,Female,Health and beauty,35.82,9,16.12,338.5,Credit card,Mandalay,0,12,2019,Tuesday
961-76-9511,2019-04-29,Member,Male,Home and lifestyle,43.74,9,19.68,413.34,Cash,Mandalay,0,4,2019,Monday
385-17-4747,2019-04-18,Normal,Male,Home and lifestyle,58.6,2,5.86,123.06,Cash,Naypyitaw,15,4,2019,Thursday
970-78-1108,2019-04-25,Normal,Female,Food and beverages,82.26,5,20.57,431.87,Ewallet,Naypyitaw,15,4,2019,Thursday
570-78-3145,2019-09-23,Normal,Female,Food and beverages,92.48,4,18.5,388.42,Ewallet,Mandalay,10,9,2019,Monday
722-19-5447,2019-07-10,Normal,Male,Fashion accessories,85.98,9,38.69,812.51,Ewallet,Naypyitaw,5,7,2019,Wednesday
119-37-2793,2019-11-26,Normal,Male,Electronic accessories,16.65,10,8.33,174.83,Cash,Mandalay,5,11,2019,Tuesday
